İl Adı,AKP,CHP,MHP,DEM,İYİ,ZP,YRP,TİP
ADANA,23.08004439480385,36.27446893015055,15.5762933852669,10.164399692104348,6.7271717597143565,4.4885138772459445,2.342805225029073,1.346302735684982
ADIYAMAN,33.078107816320596,20.04278935250395,3.3350382342996845,8.712085650400711,0.3168509461401482,0.7533073753646738,6.402705029710108,0.17239853319924164
AFYONKARAHİSAR,34.38375337760848,21.17155772373474,23.39214905960536,0.20842087634410777,5.863168312215351,3.281926665643871,3.6224909667381047,0.0860145632620621
AKSARAY,32.832513303291876,3.2919711176800086,28.688334188928437,0.2789985522866596,13.0646447333929,2.193088220720409,2.640152723753227,0.0945528711402003
AMASYA,30.42340837220368,31.06852414513362,21.61843774674245,0.17987444849604037,3.397254481994387,2.210393398204838,2.2177547901572123,0.14875183973513803
ANKARA,28.76109432335418,42.40836116305132,8.768965757793874,2.2939259302500647,5.175671704898866,7.517499328590767,3.637795763515548,1.4366860285453924
ANTALYA,25.458956792421166,40.046666403817746,9.210688791720392,4.55946315678206,6.403877334768835,5.313222605734414,1.4262711676423492,2.5684524941883993
ARDAHAN,21.5613139616065,24.318527373584693,2.0702706179054093,10.377608143955701,1.6716907126348168,1.0380109984462371,1.4659807256603088,0.4445294790863574
ARTVİN,29.51606984691803,31.328478188937552,4.385280328522544,0.4729678410839578,4.591823657701033,1.5477569675774634,2.481155329717023,1.3183908305337309
AYDIN,21.647695587706135,42.67428053976687,15.386868606662299,6.266935792814012,8.254937273407279,4.1036937592105645,0.8813253009277476,0.7842631395050922
AĞRI,16.919903914510034,7.023816067368631,1.3825012307154114,42.95808451763495,0.7207073073839261,0.3766155360334764,2.771278434135054,0.0
BALIKESİR,35.66508506494478,42.24660720738074,5.0805980432476545,1.7219421246916495,7.366334895285337,3.9013788935095626,2.784870981770566,1.2331827891697078
BARTIN,17.79650200801546,28.360110802849004,22.267580142446523,0.14901650561851834,0.7404796645591167,2.773294672433318,2.122922891201303,0.0
BATMAN,18.52865935379058,5.855308033361957,0.49598704855363895,65.06407420274402,0.2077260014700391,0.3209758480731078,1.6978969701602304,0.0
BAYBURT,33.970478716474034,1.3482987866679617,20.475075860979583,0.19129004133570648,5.032311089239524,2.0530117910112176,3.412028183632817,0.07071098245471838
BOLU,26.208704715898147,26.313473847824742,20.653252806417466,0.6943352937706551,2.439603489655576,3.0914197285584826,3.2544570005612035,0.44125616940904594
BURDUR,28.786265626309415,30.1136516331608,16.700484786531618,0.29841005164184087,5.450182713180225,2.8836796733951156,1.3658386122797974,0.0
BURSA,35.8339307102917,33.88892211123674,5.52671479307625,4.036168696369443,6.132258994514745,8.249761863238826,5.066802062087955,0.4775426872582234
BİLECİK,28.010600321957753,30.665125533538024,11.657625274529428,1.5213228608593363,11.16031768806301,3.892929505848887,4.633939000660094,0.5710755484801855
BİNGÖL,23.87906511716085,3.81777022351112,6.094644260707828,19.144096437810465,0.5139335144064289,0.2838688746220507,10.179780349331164,0.0
BİTLİS,26.535095321054037,0.7661386052593765,1.4869393822358024,37.6175633335321,4.401917008307186,0.17295560486870257,4.694714553649868,0.0
DENİZLİ,31.51635556806155,43.69958339175868,6.206121781904913,2.2159762064985897,8.190475323344668,5.171963566733107,2.310874277853078,0.6886498838454077
DÜZCE,35.29350977330215,18.88079223243661,16.298660114112977,0.48531971142421243,2.3399213834937904,3.6335585096697147,7.649511182934833,0.2740899905310822
DİYARBAKIR,16.453155197629616,5.873570987901641,0.49789026252047797,72.90227461924985,0.701398138149264,0.2216425001716207,2.1933691012017675,0.0
EDİRNE,23.943900424578242,41.06455399264301,4.299594595669932,1.4344544774324417,9.152308263125002,3.225683031299721,0.635635506606343,0.4041142310170366
